
0;-336.929;127.0754;-2773.903
30;-337.9389;126.5669;-2773.768
70;-336.7506;125.7624;-2773.722
100;-336.6497;125.4586;-2774.032
150;-336.1803;125.5045;-2775.577
180;-335.7944;125.5919;-2776.908
200;-335.4137;126.8305;-2777.271
250;-335.0593;126.5568;-2778.415
280;-336.6542;125.9208;-2779.163
310;-333.0457;124.5863;-2779.722
340;-332.755;124.4085;-2779.739
380;-331.9553;123.7943;-2779.73
410;-330.7231;123.1918;-2780.535
440;-330.712;123.2283;-2780.729
480;-330.2052;123.3735;-2780.966
510;-328.3225;122.4116;-2780.058
570;-328.3307;122.3914;-2780.04
590;-327.9891;122.1076;-2779.978
600;-326.9723;122.0662;-2780.2
640;-324.1178;121.1247;-2780.329
670;-323.0836;120.2281;-2779.228
710;-319.1297;120.0313;-2778.579
730;-315.9487;118.4403;-2779.61
770;-311.3896;118.4557;-2781.713
810;-305.0761;118.4555;-2782.038
840;-304.5113;117.3841;-2783.746
890;-299.9238;116.7716;-2784.2
910;-293.3618;116.8545;-2785.371
930;-279.7852;110.9097;-2786.049
970;-264.2527;108.523;-2790.901
1000;-256.0627;109.8899;-2794.261
1040;-242.4635;108.4272;-2799.43
1090;-234.5038;108.843;-2801.8
1110;-218.5282;108.7512;-2801.297
1140;-206.0331;108.8933;-2804.408
1170;-192.0142;107.8786;-2808.414
1200;-186.6077;106.1673;-2807.989
1250;-173.0868;105.7465;-2810.164
1270;-162.4192;105.1808;-2810.682
1300;-152.9224;104.9125;-2813.142
1340;-137.89;104.166;-2817.656
1370;-131.984;104.3693;-2818.894
1400;-117.7808;104.9804;-2822.405
1440;-107.8293;104.2482;-2823.34
1470;-94.55444;106.8426;-2825.304
1500;-86.95747;107.1693;-2827.424
1530;-79.16418;103.0688;-2828.051
1570;-56.50763;104.8628;-2832.554
1600;-47.66702;104.0559;-2835.985
1650;-39.22748;101.2451;-2835.975
1680;-28.37358;100.832;-2836.988
1720;-13.02812;99.25114;-2841.073
1750;-7.687039;98.01435;-2841.634
1780;3.026316;95.6632;-2843.955
1800;6.589257;95.03849;-2847.261
1830;11.21731;94.56451;-2848.672
1890;14.09571;93.96497;-2849.441
1910;14.92127;93.06014;-2850.384
1930;17.61789;94.13393;-2853.227
