
0;-649.9752;198.898;-2909.552
40;-625.7833;54.64326;-2922.783
70;-619.6479;28.77055;-2915.357
110;-601.9294;-7.027464;-2906.398
140;-598.4192;-20.58109;-2905.836
160;-595.3659;-24.27382;-2905.972
220;-594.2523;-23.46429;-2906.185
240;-588.1819;-18.44061;-2908.437
270;-572.1301;8.23989;-2909.331
310;-565.5432;17.95752;-2909.653
340;-557.4922;25.97512;-2912.963
380;-536.186;34.51785;-2913.416
420;-529.7004;39.50781;-2913.073
430;-525.0341;40.9139;-2912.798
470;-514.9089;40.57386;-2913.217
501;-508.9489;37.75711;-2914.468
531;-499.8637;33.88028;-2915.173
571;-483.0438;24.30068;-2914.731
611;-474.244;14.58257;-2915.688
641;-464.032;7.180487;-2917.43
671;-453.5439;0.7032985;-2919.36
701;-443.6839;-2.421753;-2920.519
761;-434.7824;-5.207406;-2921.071
771;-423.0297;-8.395858;-2921.169
821;-415.822;-12.09425;-2919.028
881;-402.1352;-17.90457;-2913.236
911;-392.3139;-23.2576;-2901.65
931;-373.6888;-30.64081;-2874.688
981;-368.7052;-30.43807;-2866.526
1011;-355.123;-32.14217;-2845.598
1051;-349.2097;-32.89956;-2832.585
1071;-343.4248;-33.11051;-2817.365
1111;-341.1061;-36.56522;-2791.057
1141;-326.8938;-37.5246;-2764.239
1191;-324.3211;-39.44675;-2754.211
1211;-319.2117;-38.40096;-2735.239
1251;-313.7974;-32.08057;-2713.774
1281;-304.7937;-36.33408;-2683.787
1301;-297.6328;-28.00578;-2668.827
1341;-292.1723;-20.88287;-2656.795
1371;-276.6417;-17.1473;-2633.565
1411;-268.9312;-12.48968;-2622.576
1461;-261.8847;-8.646345;-2611.279
1481;-255.2827;-3.901733;-2601.394
1504;-245.215;-0.9933081;-2589.574
1539;-239.0185;0.762327;-2583.448
1569;-229.3005;1.389833;-2575.857
1599;-215.9395;1.841489;-2567.622
1659;-204.7939;3.519551;-2562.608
1689;-192.7477;6.03227;-2562.605
1709;-175.7038;8.681772;-2560.225
1729;-162.7143;8.392296;-2559.088
1804;-131.0801;12.24951;-2560.191
1837;-113.2874;13.06185;-2559.269
1867;-92.61684;18.90173;-2558.92
1907;-79.88815;22.19212;-2559.253
1937;-61.58233;26.79704;-2557.744
1977;-49.09414;30.38295;-2557.751
2007;-36.8818;34.47266;-2556.964
2027;-30.16734;38.98689;-2560.105
2217;-24.09473;81.77402;-2597.587
2317;-27.85062;160.6276;-2634.197
2337;-19.28252;211.1679;-2653.704
2387;-21.36462;210.797;-2652.698
2397;-77.62973;253.337;-2681.069
2437;-33.12249;222.5486;-2650.941
2477;-23.93201;160.6972;-2680.623
2507;-22.40455;160.4177;-2681.79
2537;-22.33211;160.646;-2682.13
2572;-22.8245;161.0798;-2684.239
2609;-62.44454;183.5344;-2713.358
2639;-22.16721;165.0453;-2684.436
2669;1.670701;240.3045;-2668.398
2709;-19.48647;184.3192;-2666.883
2749;-23.55208;172.8999;-2660.314
2769;-18.71506;130.5148;-2632.133
2799;-18.82858;124.8864;-2629.397
