
0;-534.2879;382.755;-2048.166
40;-537.7697;384.8025;-2063.903
60;-543.2519;386.1509;-2083.585
90;-545.3;385.516;-2099.628
140;-547.2578;384.6841;-2117.202
180;-548.577;383.7166;-2134.377
200;-546.8497;369.823;-2153.624
240;-545.5987;365.6918;-2169.822
270;-542.1498;365.2238;-2195.322
310;-540.8409;370.215;-2227.369
330;-537.4857;368.433;-2246.484
360;-529.6947;312.9749;-2245.327
390;-525.0428;315.7589;-2259.22
430;-518.0723;363.6932;-2290.104
460;-510.9609;318.0523;-2275.587
510;-505.7685;319.086;-2277.954
540;-494.972;322.0869;-2276.845
580;-486.3367;315.8147;-2270.645
600;-454.0208;319.5034;-2251.234
630;-444.0954;322.2888;-2238.942
660;-425.7403;355.4943;-2225.018
695;-402.1597;350.1955;-2181.787
746;-392.4829;328.242;-2151.14
766;-385.5206;276.9432;-2100.479
796;-370.1218;274.3535;-2065.245
826;-361.8087;254.2155;-2025.748
866;-361.4893;244.7726;-1998.949
896;-368.1866;230.9217;-1967.526
936;-392.8875;219.2818;-1932.01
966;-429.2579;201.3928;-1906.351
996;-467.6729;186.2267;-1880.524
1036;-513.0765;148.97;-1863.251
1066;-563.0836;113.4472;-1840.279
1096;-611.4596;61.11023;-1827.298
1136;-646.3886;-1.253186;-1824.441
1166;-675.8572;-75.46198;-1833.76
1196;-688.7859;-149.0385;-1849.352
1236;-693.0554;-230.4088;-1872.37
1276;-682.8854;-312.5408;-1900.758
1296;-648.4672;-383.2067;-1927.867
1336;-605.6522;-441.6197;-1967.791
1366;-554.2604;-478.515;-1992.778
1396;-506.4529;-521.8247;-2014.145
1436;-462.0685;-542.674;-2030.359
1466;-419.7446;-555.7004;-2043.091
1496;-388.9991;-562.1754;-2050.647
1536;-349.0938;-544.4051;-2055.94
1566;-325.884;-488.8676;-2026.955
1596;-321.923;-487.8401;-2025.784
1636;-312.593;-487.215;-2025.357
1666;-301.0307;-486.1273;-2024.847
1716;-284.2524;-486.8418;-2021.741
1736;-277.4302;-488.5037;-2023.607
1766;-258.0684;-486.2694;-2025.483
1796;-242.5843;-489.1771;-2033.856
1826;-231.8062;-488.4717;-2033.77
1866;-222.7356;-488.9995;-2037.89
1896;-219.4722;-492.7513;-2042.313
