
0;-505.4988;460.4884;-3063.003
30;-520.306;451.5099;-3059.106
60;-524.2072;440.767;-3056.205
100;-537.645;431.5074;-3049.088
130;-548.9425;429.2811;-3040.815
160;-550.2344;411.3339;-3040.957
200;-553.813;408.9742;-3041.94
230;-556.3766;408.8258;-3040.933
268;-561.3318;404.251;-3038.732
288;-564.9748;398.9151;-3037.308
328;-565.3489;399.4867;-3036.816
348;-566.4478;398.8304;-3036.336
378;-567.9161;396.5712;-3034.255
418;-568.2926;393.5372;-3035.161
448;-568.8558;389.6556;-3034.219
498;-568.9072;388.6371;-3033.309
528;-566.3467;375.0382;-3031.898
558;-566.4376;378.3373;-3032.96
598;-565.4305;382.0225;-3034.763
628;-553.3046;385.3342;-3032.677
668;-543.3439;375.4932;-3032.614
688;-530.7485;379.5992;-3037.006
728;-523.802;379.414;-3038.534
758;-498.6417;383.9947;-3036.156
798;-489.8491;393.8182;-3035.671
828;-463.0303;394.837;-3035.84
858;-449.5527;394.0686;-3027.272
898;-418.3457;393.4546;-3018.822
928;-413.0759;388.7674;-3019.651
958;-375.8543;393.4559;-3016.909
988;-355.4924;392.5826;-3016.339
1028;-314.4754;385.5389;-3011.214
1048;-292.2326;395.2349;-3019.188
1088;-250.8217;390.6818;-3010.541
1118;-231.1406;393.1162;-3010.113
1148;-177.5652;391.7295;-3007.916
1178;-147.5884;384.1112;-2998.009
1218;-96.70443;391.3759;-3002.24
1248;-78.20488;384.2865;-3001.249
1278;-28.29308;384.7856;-2994.902
1338;-5.267316;386.2391;-2989.233
1368;16.87517;390.4336;-2983.177
1398;52.55399;401.2065;-2980.286
1438;74.6616;401.4141;-2966.935
1448;82.93661;401.9492;-2966.138
1488;108.79;408.1198;-2964.592
1528;124.5052;412.7145;-2968.224
1558;129.9796;414.6489;-2966.229
1588;139.5742;413.5012;-2962.012
1628;144.2995;413.0976;-2960.976
1658;148.694;414.51;-2959.197
1688;152.2645;413.5172;-2958.696
1718;153.3049;412.2313;-2959.215
1758;156.7296;410.1814;-2965.184
1798;155.1994;410.1;-2973.909
1818;154.3655;410.3327;-2983.921
1858;150.4436;411.5661;-2989.924
1898;146.9566;412.4045;-2998.967
1918;142.4684;410.5104;-2999.286
1958;134.3259;408.8509;-3001.286
1998;126.5756;407.382;-3001.868
2028;118.7005;406.8661;-3004.93
2058;104.8647;412.6925;-3001.11
2098;99.62399;412.1928;-3000.978
2128;90.54842;408.9641;-2999.644
2148;81.67835;405.5199;-2998.479
2198;73.67985;403.174;-2996.751
2228;69.03989;400.8117;-2994.883
2268;62.13237;399.2566;-2993.521
2298;52.49553;397.0944;-2991.135
2328;49.72987;396.2667;-2990.98
2348;49.24399;396.3726;-2990.628
2388;49.1469;396.5626;-2989.638
2428;49.89788;396.8435;-2989.719
2448;49.79991;396.7923;-2989.468
2488;53.59242;398.7449;-2988.211
2518;54.81628;399.6512;-2989.426
2548;58.44267;399.9869;-2988.92
2598;61.19599;400.8593;-2988.979
2618;64.58245;402.9768;-2989.278
2668;69.21954;406.0999;-2991.999
2688;71.54114;405.6697;-2992.903
2738;73.67564;406.1787;-2994.642
2758;78.12389;407.7689;-2996.498
2798;81.53643;406.502;-2998.025
2838;82.68364;405.727;-2998.11
2868;84.27023;405.3325;-2999.566
2888;87.41781;404.2789;-3004.564
2918;88.45079;403.9053;-3005.332
2948;90.89258;403.4702;-3009.006
2988;92.98315;402.463;-3011.867
3038;94.92229;400.2771;-3015.007
3048;96.06554;399.2297;-3014.823
3088;97.04501;398.8301;-3015.285
3118;99.15657;399.3444;-3015.307
3148;99.26261;399.2873;-3014.814
3178;98.9221;399.1836;-3011.953
3218;98.78829;399.2649;-3011.562
3248;99.51615;399.8269;-3010.616
